file,course_number,course_name,instructor,year,term,num_respondents,The instructor's teaching effectiveness is:,The intellectual challenge of this course is:,The teaching assistant for this course is:,Feedback on my work for this course is useful:,"Compared to other Hopkins courses at this level, the workload for this course is:"
EN_601_764_01_SP24 Advanced NLP_ Multilingual Methods Murray_ Kenton 2024 Spring Computer Science 6 of 8  responded _75_00__ Download PDF.pdf,EN.601.764,Advanced NLP: Multilingual Methods,Kenton Murray,2024,Spring,6,"[(1, 0), (2, 0), (3, 0), (4, 2), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 6)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 2), (0, 0)]","[(1, 0), (2, 2), (3, 4), (4, 0), (5, 0), (0, 0)]"
EN_601_684_02_SP24 ML_ Interpretable Machine Learning Design Unberath_ Mathias 2024 Spring Computer Science 6 of 6  responded _100_00__ Download PDF.pdf,EN.601.684,ML: Interpretable Machine Learning Design,Mathias Unberath,2024,Spring,6,"[(1, 0), (2, 2), (3, 0), (4, 1), (5, 3), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 2), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 1), (5, 4), (0, 0)]","[(1, 0), (2, 2), (3, 0), (4, 1), (5, 2), (0, 1)]","[(1, 0), (2, 2), (3, 3), (4, 1), (5, 0), (0, 0)]"
EN_601_716_01_SP24 Advanced Topics in Internet of Things Zhao_ Renjie 2024 Spring Computer Science 9 of 9  responded _100_00__ Download PDF.pdf,EN.601.716,Advanced Topics in Internet of Things,Renjie Zhao,2024,Spring,9,"[(1, 0), (2, 0), (3, 0), (4, 5), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 5), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 5), (0, 0)]","[(1, 0), (2, 2), (3, 6), (4, 0), (5, 0), (0, 0)]"
EN_601_671_01_SP24 Natural Language Processing_ Self-Supervised Models Khashabi_ Daniel 2024 Spring Computer Science 72 of 78  responded _92_31__ Download PDF.pdf,EN.601.671,Natural Language Processing: Self-Supervised Models,Daniel Khashabi,2024,Spring,72,"[(1, 0), (2, 0), (3, 1), (4, 11), (5, 55), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 12), (5, 47), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 14), (5, 47), (0, 3)]","[(1, 0), (2, 1), (3, 3), (4, 17), (5, 46), (0, 0)]","[(1, 0), (2, 1), (3, 18), (4, 40), (5, 8), (0, 0)]"
EN_601_690_01_SP24 Introduction to Human-Computer Interaction Reiter_ Joshua 2024 Spring Computer Science 67 of 70  responded _95_71__ Download PDF.pdf,EN.601.690,Introduction to Human-Computer Interaction,Joshua Reiter,2024,Spring,67,"[(1, 0), (2, 2), (3, 6), (4, 13), (5, 42), (0, 0)]","[(1, 1), (2, 7), (3, 12), (4, 22), (5, 22), (0, 0)]","[(1, 1), (2, 3), (3, 4), (4, 15), (5, 36), (0, 3)]","[(1, 1), (2, 3), (3, 8), (4, 16), (5, 35), (0, 0)]","[(1, 3), (2, 20), (3, 31), (4, 4), (5, 4), (0, 0)]"
EN_601_673_01_SP24 Cognitive Artificial Intelligence Shu_ Tianmin 2024 Spring Computer Science 30 of 30  responded _100_00__ Download PDF.pdf,EN.601.673,Cognitive Artificial Intelligence,Tianmin Shu,2024,Spring,30,"[(1, 0), (2, 1), (3, 3), (4, 11), (5, 12), (0, 1)]","[(1, 0), (2, 0), (3, 5), (4, 13), (5, 9), (0, 1)]","[(1, 0), (2, 1), (3, 3), (4, 7), (5, 9), (0, 8)]","[(1, 0), (2, 0), (3, 5), (4, 11), (5, 11), (0, 1)]","[(1, 0), (2, 4), (3, 19), (4, 2), (5, 0), (0, 2)]"
EN_601_666_01_SP24 Information Retrieval and Web Agents Yarowsky_ David 2024 Spring Computer Science 36 of 38  responded _94_74__ Download PDF.pdf,EN.601.666,Information Retrieval and Web Agents,David Yarowsky,2024,Spring,36,"[(1, 4), (2, 2), (3, 12), (4, 8), (5, 8), (0, 1)]","[(1, 0), (2, 1), (3, 6), (4, 13), (5, 13), (0, 2)]","[(1, 3), (2, 0), (3, 3), (4, 8), (5, 11), (0, 9)]","[(1, 2), (2, 2), (3, 5), (4, 15), (5, 7), (0, 3)]","[(1, 0), (2, 1), (3, 22), (4, 7), (5, 3), (0, 1)]"
EN_601_666_02_SP24 Information Retrieval and Web Agents Yarowsky_ David 2024 Spring Computer Science 6 of 6  responded _100_00__ Download PDF.pdf,EN.601.666,Information Retrieval and Web Agents,David Yarowsky,2024,Spring,6,"[(1, 0), (2, 0), (3, 2), (4, 1), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 2), (5, 2), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 1), (5, 2), (0, 0)]"
EN_601_672_01_SP24 Natural Language Processing for Computational Social Science Field_ Anjalie 2024 Spring Computer Science 32 of 35  responded _91_43__ Download PDF.pdf,EN.601.672,Natural Language Processing for Computational Social Science,Anjalie Field,2024,Spring,32,"[(1, 1), (2, 0), (3, 3), (4, 8), (5, 17), (0, 0)]","[(1, 0), (2, 1), (3, 10), (4, 9), (5, 10), (0, 0)]","[(1, 1), (2, 3), (3, 3), (4, 6), (5, 10), (0, 7)]","[(1, 0), (2, 5), (3, 3), (4, 8), (5, 13), (0, 0)]","[(1, 1), (2, 8), (3, 18), (4, 1), (5, 0), (0, 0)]"
EN_601_664_02_SP24 Artificial Intelligence Koehn_ Philipp 2024 Spring Computer Science 35 of 36  responded _97_22__ Download PDF.pdf,EN.601.664,Artificial Intelligence,Philipp Koehn,2024,Spring,35,"[(1, 1), (2, 2), (3, 6), (4, 12), (5, 14), (0, 0)]","[(1, 0), (2, 1), (3, 7), (4, 13), (5, 13), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 9), (5, 17), (0, 2)]","[(1, 1), (2, 1), (3, 6), (4, 15), (5, 12), (0, 0)]","[(1, 1), (2, 4), (3, 23), (4, 4), (5, 3), (0, 0)]"
EN_601_664_01_SP24 Artificial Intelligence Koehn_ Philipp 2024 Spring Computer Science 68 of 70  responded _97_14__ Download PDF.pdf,EN.601.664,Artificial Intelligence,Philipp Koehn,2024,Spring,68,"[(1, 0), (2, 7), (3, 9), (4, 21), (5, 28), (0, 0)]","[(1, 1), (2, 2), (3, 9), (4, 24), (5, 29), (0, 0)]","[(1, 0), (2, 3), (3, 6), (4, 19), (5, 34), (0, 3)]","[(1, 0), (2, 2), (3, 8), (4, 20), (5, 32), (0, 0)]","[(1, 0), (2, 11), (3, 41), (4, 8), (5, 3), (0, 0)]"
EN_601_663_02_SP24 Algorithms for Sensor-Based Robotics Leonard_ Simon 2024 Spring Computer Science 36 of 37  responded _97_30__ Download PDF.pdf,EN.601.663,Algorithms for Sensor-Based Robotics,Simon Leonard,2024,Spring,36,"[(1, 0), (2, 1), (3, 3), (4, 6), (5, 26), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 9), (5, 25), (0, 0)]","[(1, 1), (2, 2), (3, 2), (4, 8), (5, 15), (0, 8)]","[(1, 1), (2, 1), (3, 5), (4, 17), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 9), (4, 16), (5, 11), (0, 0)]"
EN_601_684_01_SP24 ML_ Interpretable Machine Learning Design Unberath_ Mathias 2024 Spring Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.684,ML: Interpretable Machine Learning Design,Mathias Unberath,2024,Spring,15,"[(1, 0), (2, 1), (3, 1), (4, 2), (5, 11), (0, 0)]","[(1, 1), (2, 0), (3, 1), (4, 6), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 9), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 6), (5, 4), (0, 0)]","[(1, 0), (2, 1), (3, 5), (4, 7), (5, 2), (0, 0)]"
EN_601_663_01_SP24 Algorithms for Sensor-Based Robotics Leonard_ Simon 2024 Spring Computer Science 18 of 18  responded _100_00__ Download PDF.pdf,EN.601.663,Algorithms for Sensor-Based Robotics,Simon Leonard,2024,Spring,18,"[(1, 0), (2, 0), (3, 3), (4, 3), (5, 10), (0, 1)]","[(1, 0), (2, 1), (3, 0), (4, 7), (5, 8), (0, 1)]","[(1, 0), (2, 2), (3, 2), (4, 3), (5, 5), (0, 4)]","[(1, 1), (2, 3), (3, 4), (4, 2), (5, 6), (0, 1)]","[(1, 0), (2, 0), (3, 7), (4, 2), (5, 8), (0, 0)]"
EN_601_646_01_SP24 Sketching and Indexing for Sequences Langmead_ Benjamin 2024 Spring Computer Science 25 of 28  responded _89_29__ Download PDF.pdf,EN.601.646,Sketching and Indexing for Sequences,Benjamin Langmead,2024,Spring,25,"[(1, 0), (2, 0), (3, 1), (4, 2), (5, 22), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 10), (5, 15), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 17), (0, 5)]","[(1, 0), (2, 0), (3, 1), (4, 8), (5, 15), (0, 0)]","[(1, 0), (2, 1), (3, 15), (4, 8), (5, 0), (0, 0)]"
EN_601_656_01_SP24 Computer Integrated Surgery II Taylor_ Russell 2024 Spring Computer Science 27 of 27  responded _100_00__ Download PDF.pdf,EN.601.656,Computer Integrated Surgery II,Russell Taylor,2024,Spring,27,"[(1, 0), (2, 2), (3, 4), (4, 9), (5, 11), (0, 1)]","[(1, 0), (2, 1), (3, 3), (4, 5), (5, 17), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 5), (5, 20), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 7), (5, 16), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 12), (5, 12), (0, 0)]"
EN_601_661_02_SP24 Computer Vision Katyal_ Kapil 2024 Spring Computer Science 24 of 24  responded _100_00__ Download PDF.pdf,EN.601.661,Computer Vision,Kapil Katyal,2024,Spring,24,"[(1, 0), (2, 1), (3, 2), (4, 8), (5, 13), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 6), (5, 15), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 7), (5, 7), (0, 5)]","[(1, 0), (2, 0), (3, 3), (4, 11), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 15), (4, 3), (5, 3), (0, 0)]"
EN_601_645_01_SP24 Practical Cryptographic Systems Green_ Matthew 2024 Spring Computer Science 45 of 48  responded _93_75__ Download PDF.pdf,EN.601.645,Practical Cryptographic Systems,Matthew Green,2024,Spring,45,"[(1, 0), (2, 0), (3, 5), (4, 7), (5, 29), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 8), (5, 30), (0, 0)]","[(1, 1), (2, 4), (3, 5), (4, 10), (5, 12), (0, 8)]","[(1, 6), (2, 7), (3, 5), (4, 10), (5, 12), (0, 1)]","[(1, 0), (2, 2), (3, 18), (4, 13), (5, 7), (0, 0)]"
EN_601_635_01_SP24 Approximation Algorithms Dinitz_ Michael 2024 Spring Computer Science 12 of 13  responded _92_31__ Download PDF.pdf,EN.601.635,Approximation Algorithms,Michael Dinitz,2024,Spring,12,"[(1, 0), (2, 0), (3, 0), (4, 5), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 5), (0, 2)]","[(1, 0), (2, 1), (3, 0), (4, 5), (5, 5), (0, 0)]","[(1, 0), (2, 2), (3, 5), (4, 4), (5, 0), (0, 0)]"
EN_601_633_02_SP24 Intro Algorithms Garg_ Gagan 2024 Spring Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.633,Intro Algorithms,Gagan Garg,2024,Spring,15,"[(1, 1), (2, 0), (3, 2), (4, 5), (5, 7), (0, 0)]","[(1, 1), (2, 0), (3, 2), (4, 5), (5, 7), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 4), (5, 9), (0, 0)]","[(1, 1), (2, 0), (3, 3), (4, 5), (5, 5), (0, 1)]","[(1, 0), (2, 0), (3, 6), (4, 7), (5, 1), (0, 1)]"
EN_601_626_01_SP24 Principles of Programming Languages Smith_ Scott 2024 Spring Computer Science 38 of 41  responded _92_68__ Download PDF.pdf,EN.601.626,Principles of Programming Languages,Scott Smith,2024,Spring,38,"[(1, 1), (2, 2), (3, 4), (4, 11), (5, 14), (0, 1)]","[(1, 1), (2, 0), (3, 2), (4, 9), (5, 20), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 6), (5, 16), (0, 6)]","[(1, 1), (2, 2), (3, 5), (4, 11), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 14), (4, 12), (5, 4), (0, 0)]"
EN_601_621_01_SP24 Object Oriented Software Engineering Madooei_ Ali 2024 Spring Computer Science 54 of 55  responded _98_18__ Download PDF.pdf,EN.601.621,Object Oriented Software Engineering,Ali Madooei,2024,Spring,54,"[(1, 0), (2, 2), (3, 1), (4, 11), (5, 36), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 8), (5, 38), (0, 0)]","[(1, 1), (2, 2), (3, 2), (4, 7), (5, 38), (0, 0)]","[(1, 1), (2, 0), (3, 2), (4, 17), (5, 30), (0, 0)]","[(1, 0), (2, 0), (3, 11), (4, 21), (5, 18), (0, 0)]"
EN_601_633_01_SP24 Intro Algorithms Garg_ Gagan 2024 Spring Computer Science 142 of 146  responded _97_26__ Download PDF.pdf,EN.601.633,Intro Algorithms,Gagan Garg,2024,Spring,142,"[(1, 3), (2, 6), (3, 30), (4, 39), (5, 54), (0, 2)]","[(1, 0), (2, 0), (3, 16), (4, 43), (5, 73), (0, 2)]","[(1, 2), (2, 1), (3, 12), (4, 29), (5, 54), (0, 34)]","[(1, 2), (2, 11), (3, 12), (4, 48), (5, 53), (0, 3)]","[(1, 0), (2, 2), (3, 57), (4, 45), (5, 22), (0, 2)]"
EN_601_625_01_SP24 Software System Design Madooei_ Ali 2024 Spring Computer Science 50 of 50  responded _100_00__ Download PDF.pdf,EN.601.625,Software System Design,Ali Madooei,2024,Spring,50,"[(1, 0), (2, 0), (3, 1), (4, 8), (5, 39), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 12), (5, 32), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 14), (5, 14), (0, 16)]","[(1, 0), (2, 1), (3, 6), (4, 16), (5, 23), (0, 0)]","[(1, 0), (2, 10), (3, 32), (4, 3), (5, 0), (0, 0)]"
EN_601_604_01_SP24 Brain _ Computation Kosaraju_ Rao 2024 Spring Computer Science 5 of 5  responded _100_00__ Download PDF.pdf,EN.601.604,Brain & Computation,Rao Kosaraju,2024,Spring,5,"[(1, 0), (2, 0), (3, 1), (4, 0), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 5)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 4), (0, 0)]","[(1, 1), (2, 1), (3, 3), (4, 0), (5, 0), (0, 0)]"
EN_601_618_01_SP24 Operating Systems Hovemeyer_ David 2024 Spring Computer Science 39 of 39  responded _100_00__ Download PDF.pdf,EN.601.618,Operating Systems,David Hovemeyer,2024,Spring,39,"[(1, 0), (2, 0), (3, 7), (4, 15), (5, 14), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 14), (5, 21), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 8), (5, 21), (0, 2)]","[(1, 2), (2, 2), (3, 7), (4, 15), (5, 6), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 9), (5, 25), (0, 0)]"
EN_601_613_01_SP24 Software Defined Networks Sabnani_ Krishan 2024 Spring Computer Science 16 of 18  responded _88_89__ Download PDF.pdf,EN.601.613,Software Defined Networks,Krishan Sabnani,2024,Spring,16,"[(1, 0), (2, 3), (3, 3), (4, 4), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 4), (5, 6), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 4), (5, 6), (0, 0)]","[(1, 1), (2, 1), (3, 1), (4, 4), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 9), (4, 3), (5, 0), (0, 0)]"
EN_601_501_08_SP24 Computer Science Workshop Madooei_ Ali 2024 Spring Computer Science 96 of 98  responded _97_96__ Download PDF.pdf,EN.601.501,Computer Science Workshop,Ali Madooei,2024,Spring,96,"[(1, 0), (2, 1), (3, 5), (4, 16), (5, 33), (0, 34)]","[(1, 0), (2, 0), (3, 8), (4, 26), (5, 40), (0, 17)]","[(1, 0), (2, 0), (3, 2), (4, 3), (5, 8), (0, 76)]","[(1, 0), (2, 1), (3, 12), (4, 10), (5, 19), (0, 45)]","[(1, 4), (2, 21), (3, 33), (4, 8), (5, 1), (0, 18)]"
EN_601_475_01_SP24 Machine Learning Liu_ Anqi 2024 Spring Computer Science 59 of 63  responded _93_65__ Download PDF.pdf,EN.601.475,Machine Learning,Anqi Liu,2024,Spring,59,"[(1, 1), (2, 6), (3, 18), (4, 17), (5, 13), (0, 0)]","[(1, 0), (2, 1), (3, 12), (4, 13), (5, 29), (0, 0)]","[(1, 0), (2, 5), (3, 12), (4, 11), (5, 16), (0, 9)]","[(1, 1), (2, 1), (3, 14), (4, 18), (5, 18), (0, 2)]","[(1, 0), (2, 1), (3, 12), (4, 20), (5, 22), (0, 0)]"
EN_601_411_01_SP24 Computer Science Innovation _ Entrepreneurship II Dahbura_ Anton 2024 Spring Computer Science 14 of 14  responded _100_00__ Download PDF.pdf,EN.601.411,Computer Science Innovation & Entrepreneurship II,Anton Dahbura,2024,Spring,14,"[(1, 0), (2, 0), (3, 0), (4, 4), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 11), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 9), (4, 1), (5, 0), (0, 0)]"
EN_601_350_01_SP24 Genomic Data Science Salzberg_ Steven 2024 Spring Computer Science 30 of 30  responded _100_00__ Download PDF.pdf,EN.601.350,Genomic Data Science,Steven Salzberg,2024,Spring,30,"[(1, 0), (2, 0), (3, 3), (4, 11), (5, 14), (0, 1)]","[(1, 0), (2, 0), (3, 7), (4, 13), (5, 8), (0, 1)]","[(1, 0), (2, 0), (3, 3), (4, 4), (5, 20), (0, 2)]","[(1, 1), (2, 1), (3, 5), (4, 12), (5, 8), (0, 1)]","[(1, 0), (2, 7), (3, 16), (4, 2), (5, 2), (0, 1)]"
EN_601_464_01_SP24 Artificial Intelligence Haque_ Musad 2024 Spring Computer Science 114 of 117  responded _97_44__ Download PDF.pdf,EN.601.464,Artificial Intelligence,Musad Haque,2024,Spring,114,"[(1, 2), (2, 6), (3, 28), (4, 39), (5, 31), (0, 3)]","[(1, 0), (2, 6), (3, 27), (4, 45), (5, 32), (0, 0)]","[(1, 6), (2, 4), (3, 8), (4, 17), (5, 18), (0, 56)]","[(1, 6), (2, 22), (3, 27), (4, 32), (5, 17), (0, 2)]","[(1, 5), (2, 28), (3, 57), (4, 13), (5, 2), (0, 0)]"
EN_601_290_01_SP24 User Interfaces and Mobile Applications Selinski_ Joanne 2024 Spring Computer Science 52 of 54  responded _96_30__ Download PDF.pdf,EN.601.290,User Interfaces and Mobile Applications,Joanne Selinski,2024,Spring,52,"[(1, 1), (2, 4), (3, 16), (4, 15), (5, 14), (0, 0)]","[(1, 0), (2, 1), (3, 14), (4, 20), (5, 15), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 16), (5, 17), (0, 9)]","[(1, 0), (2, 4), (3, 8), (4, 14), (5, 21), (0, 0)]","[(1, 0), (2, 1), (3, 24), (4, 15), (5, 8), (0, 0)]"
EN_601_290_02_SP24 User Interfaces and Mobile Applications Selinski_ Joanne 2024 Spring Computer Science 29 of 29  responded _100_00__ Download PDF.pdf,EN.601.290,User Interfaces and Mobile Applications,Joanne Selinski,2024,Spring,29,"[(1, 2), (2, 6), (3, 5), (4, 11), (5, 3), (0, 0)]","[(1, 0), (2, 1), (3, 11), (4, 10), (5, 5), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 7), (5, 9), (0, 3)]","[(1, 0), (2, 2), (3, 1), (4, 9), (5, 13), (0, 0)]","[(1, 0), (2, 4), (3, 11), (4, 8), (5, 1), (0, 0)]"
EN_601_411_01_SP24 Computer Science Innovation _ Entrepreneurship II Aronhime_ Lawrence 2024 Spring Computer Science 14 of 14  responded _100_00__ Download PDF.pdf,EN.601.411,Computer Science Innovation & Entrepreneurship II,Lawrence Aronhime,2024,Spring,14,"[(1, 0), (2, 0), (3, 0), (4, 3), (5, 10), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 11), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 9), (4, 1), (5, 0), (0, 0)]"
EN_601_230_08_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 18 of 19  responded _94_74__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,18,"[(1, 0), (2, 0), (3, 4), (4, 4), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 5), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 11), (0, 3)]","[(1, 0), (2, 3), (3, 1), (4, 5), (5, 7), (0, 0)]","[(1, 0), (2, 2), (3, 8), (4, 5), (5, 2), (0, 0)]"
EN_601_496_01_SP24 Computer Integrated Surgery II - Teams Taylor_ Russell 2024 Spring Computer Science 6 of 6  responded _100_00__ Download PDF.pdf,EN.601.496,Computer Integrated Surgery II - Teams,Russell Taylor,2024,Spring,6,"[(1, 0), (2, 0), (3, 1), (4, 2), (5, 2), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 2), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 3), (0, 0)]","[(1, 0), (2, 2), (3, 0), (4, 3), (5, 0), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 2), (5, 2), (0, 0)]"
EN_601_230_07_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 18 of 18  responded _100_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,18,"[(1, 1), (2, 0), (3, 3), (4, 7), (5, 4), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 5), (5, 3), (0, 1)]","[(1, 0), (2, 1), (3, 1), (4, 4), (5, 6), (0, 3)]","[(1, 2), (2, 1), (3, 2), (4, 7), (5, 2), (0, 0)]","[(1, 1), (2, 2), (3, 8), (4, 2), (5, 1), (0, 0)]"
EN_601_230_06_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 19 of 19  responded _100_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,19,"[(1, 0), (2, 0), (3, 2), (4, 10), (5, 6), (0, 0)]","[(1, 0), (2, 2), (3, 6), (4, 9), (5, 1), (0, 0)]","[(1, 0), (2, 2), (3, 1), (4, 4), (5, 4), (0, 6)]","[(1, 1), (2, 2), (3, 2), (4, 8), (5, 4), (0, 0)]","[(1, 0), (2, 5), (3, 10), (4, 2), (5, 0), (0, 0)]"
EN_601_230_01_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 18 of 20  responded _90_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,18,"[(1, 1), (2, 0), (3, 2), (4, 7), (5, 4), (0, 1)]","[(1, 1), (2, 0), (3, 2), (4, 6), (5, 4), (0, 1)]","[(1, 0), (2, 0), (3, 2), (4, 1), (5, 6), (0, 4)]","[(1, 0), (2, 3), (3, 4), (4, 2), (5, 4), (0, 1)]","[(1, 0), (2, 1), (3, 7), (4, 4), (5, 2), (0, 1)]"
EN_601_230_05_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 19 of 20  responded _95_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,19,"[(1, 0), (2, 0), (3, 2), (4, 9), (5, 7), (0, 0)]","[(1, 0), (2, 1), (3, 4), (4, 8), (5, 5), (0, 0)]","[(1, 1), (2, 2), (3, 4), (4, 4), (5, 2), (0, 5)]","[(1, 3), (2, 2), (3, 2), (4, 9), (5, 2), (0, 0)]","[(1, 1), (2, 4), (3, 11), (4, 2), (5, 0), (0, 0)]"
EN_601_230_03_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 14 of 16  responded _87_50__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,14,"[(1, 0), (2, 1), (3, 2), (4, 3), (5, 7), (0, 0)]","[(1, 0), (2, 2), (3, 4), (4, 1), (5, 6), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 6), (0, 3)]","[(1, 0), (2, 1), (3, 0), (4, 5), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 7), (4, 3), (5, 0), (0, 0)]"
EN_601_226_02_SP24 Data Structures Simari_ Patricio 2024 Spring Computer Science 78 of 80  responded _97_50__ Download PDF.pdf,EN.601.226,Data Structures,Patricio Simari,2024,Spring,78,"[(1, 1), (2, 1), (3, 12), (4, 26), (5, 37), (0, 0)]","[(1, 0), (2, 0), (3, 9), (4, 31), (5, 37), (0, 0)]","[(1, 2), (2, 4), (3, 10), (4, 11), (5, 27), (0, 20)]","[(1, 1), (2, 14), (3, 10), (4, 39), (5, 10), (0, 1)]","[(1, 0), (2, 0), (3, 17), (4, 39), (5, 19), (0, 0)]"
EN_601_630_01_SP24 Combinatorics _ Graph Theory in Computer Science Li_ Xin 2024 Spring Computer Science 12 of 12  responded _100_00__ Download PDF.pdf,EN.601.630,Combinatorics & Graph Theory in Computer Science,Xin Li,2024,Spring,12,"[(1, 0), (2, 2), (3, 0), (4, 6), (5, 2), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 6), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 2), (0, 7)]","[(1, 0), (2, 1), (3, 0), (4, 7), (5, 2), (0, 1)]","[(1, 0), (2, 4), (3, 4), (4, 2), (5, 0), (0, 1)]"
EN_601_220_03_SP24 Intermediate Programming Kazhdan_ Misha 2024 Spring Computer Science 58 of 59  responded _98_31__ Download PDF.pdf,EN.601.220,Intermediate Programming,Misha Kazhdan,2024,Spring,58,"[(1, 0), (2, 2), (3, 9), (4, 21), (5, 24), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 11), (5, 37), (0, 0)]","[(1, 3), (2, 0), (3, 6), (4, 13), (5, 28), (0, 5)]","[(1, 1), (2, 3), (3, 8), (4, 27), (5, 17), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 20), (5, 30), (0, 0)]"
